r-table__text,movie-rating__financing-source src,fixed-column,r-table__text href,r-table__text 3,r-table__text 4,r-table__text 5,r-table__text 6,r-table__text 7,r-table__text 8,r-table__text 9,r-table__text 10
781,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Анна и Вано. Ванна и вино,https://ekinobilet.fond-kino.ru/films/detail/111037123,"ООО ""ПРОДЮСЕРСКАЯ КОМПАНИЯ ""РУСЬ""",14.11.2024,-,25 000 000,50.0%,50 000 000,124 491,553
782,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Дальний план,https://ekinobilet.fond-kino.ru/films/detail/212014521,"ООО КИНОКОМПАНИЯ ""ИГРА""",17.03.2022,-,1 800 000,64.3%,2 800 000,120 281,1 963
783,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Наследники,https://ekinobilet.fond-kino.ru/films/detail/111018515,"ООО ""СТУДИЯ ""РОЙ""",05.11.2015,7 153 119,28 000 000,70.0%,50 218 741,118 880,1 015
784,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Чайка (Алина),https://ekinobilet.fond-kino.ru/films/detail/111022223,"ООО ""КИНОКОМПАНИЯ ИЛЛЮЗИЯ""",18.04.2024,-,25 000 000,54.3%,46 000 000,118 275,408
785,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Назад в степь к сарматам,https://ekinobilet.fond-kino.ru/films/detail/111017820,"ООО ""АМКАРТ""",23.09.2021,-,30 000 000,61.2%,49 000 000,116 100,1 048
786,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Сторожевой пёс Верный,https://ekinobilet.fond-kino.ru/films/detail/214010520,"ООО ""Т-МЕДИА АРТ""",18.03.2021,-,6 000 000,66.5%,9 023 000,115 885,1 669
787,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,ГРАНД КАНКАН,https://ekinobilet.fond-kino.ru/films/detail/111002220,"ООО ""КИНОСТУДИЯ ""М""-ФИЛЬМ""",03.03.2021,-,30 000 000,65.9%,45 500 000,114 627,367
788,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"Ближе, чем кажется",https://ekinobilet.fond-kino.ru/films/detail/111004316/111020015,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""МОЛОДЕЖНЫЕ ИНИЦИАТИВЫ""",25.02.2016,1 900 000,25 000 000,66.6%,40 361 540,113 861,1 399
789,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Ведьма,https://ekinobilet.fond-kino.ru/films/detail/111002215,"ООО ""КИНОКОМПАНИЯ ""РАКУРС""",09.04.2015,-,34 000 000,70.0%,48 571 430,110 868,6 847
790,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Догги,https://ekinobilet.fond-kino.ru/films/detail/111003125,"ООО ""РОСС МЕДИА""",16.09.2025,-,75 000 000,69.4%,108 000 000,110 140,205
791,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Шум,https://ekinobilet.fond-kino.ru/films/detail/111019820,"ООО МИП ""ПРОДЮСЕРСКИЙ ЦЕНТР ""СПБГИКИТ-ДЕБЮТ""",21.10.2021,-,25 000 000,65.8%,38 000 000,109 350,356
792,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Архитектор. История Алексея Германа и его фильмов (Трудно быть…),https://ekinobilet.fond-kino.ru/films/detail/112010223,"ООО ""БОКОВ ФЭКТОРИ""",02.12.2023,-,1 500 000,30.0%,5 000 000,105 561,329
793,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Берцы,https://ekinobilet.fond-kino.ru/films/detail/111004314,"ООО ""СТУДИЯ ""ПАССАЖИР""",12.02.2015,-,28 000 000,69.0%,40 574 140,93 772,472
794,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Вставай и бейся,https://ekinobilet.fond-kino.ru/films/detail/111008615,"ООО ""ЛИГА ПРОДАКШН""",30.04.2015,-,60 000 000,43.1%,139 357 211,93 230,562
795,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Весури,https://ekinobilet.fond-kino.ru/films/detail/111007619,"ООО ""КОМПАНИЯ ""АТК-СТУДИО""",12.12.2019,-,30 000 000,65.0%,46 153 846,92 414,966
796,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,"Отель ""Онегин""",https://ekinobilet.fond-kino.ru/films/detail/114004725,"ООО ""СТУДИЯ М.И.Р.""",06.06.2025,-,125 000 000,100.0%,125 000 000,90 190,303
797,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Первая Мировая война WW1,https://ekinobilet.fond-kino.ru/films/detail/111000716,"ООО ""КОРНЕР ВОРК""",19.05.2016,-,30 000 000,65.9%,45 538 655,87 810,424
798,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Анимация,https://ekinobilet.fond-kino.ru/films/detail/111020020,"ООО ""СТУДИЯ ""МАСТЕР-ФИЛЬМ""",30.09.2021,-,25 000 000,64.9%,38 500 000,85 743,483
799,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Лапин,https://ekinobilet.fond-kino.ru/films/detail/111016524,"ООО МИП ""ПРОДЮСЕРСКИЙ ЦЕНТР ""СПБГИКИТ-ДЕБЮТ""",05.09.2024,-,52 780 000,100.0%,52 780 000,77 631,189
800,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Второе солнце (Латифа),https://ekinobilet.fond-kino.ru/films/detail/111014420,"ООО ""КИНОКОМПАНИЯ 29 ФЕВРАЛЯ""",-,-,24 500 000,64.5%,38 000 000,74 479,226
801,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Монета страны Малави,https://ekinobilet.fond-kino.ru/films/detail/212006822,"ООО ""КИНОКОМПАНИЯ 29 ФЕВРАЛЯ""",18.09.2022,-,1 800 000,65.5%,2 750 000,73 550,201
802,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Мой папа космонавт,https://ekinobilet.fond-kino.ru/films/detail/212010521,"ООО КИНОКОМПАНИЯ ""СНЕГА""",16.09.2022,-,1 400 000,66.6%,2 102 500,70 620,679
803,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,"Аве, Мария!",https://ekinobilet.fond-kino.ru/films/detail/114003223,"ООО ФИРМА ""СТАЙЕР""",14.10.2023,-,18 000 000,99.2%,18 144 139,68 400,171
804,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Психи,https://ekinobilet.fond-kino.ru/films/detail/111001416,"ООО ""СПКИНО""",24.11.2016,-,30 000 000,65.0%,46 160 000,66 811,560
805,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Общага,https://ekinobilet.fond-kino.ru/films/detail/111011420,"ООО ""СТУДИЯ МЕТРАФИЛЬМС""",-,-,25 000 000,60.0%,41 665 515,63 030,241
806,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Я свободен,https://ekinobilet.fond-kino.ru/films/detail/111023019,"АО ""ТПО ""КИНОСТУДИЯ ИМ. М. ГОРЬКОГО""",03.02.2020,-,30 000 000,65.0%,46 154 000,62 440,216
807,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Последний вагон.Весна. (Витязь),https://ekinobilet.fond-kino.ru/films/detail/111004115,"ООО ""ТАН ФИЛЬМ""",17.09.2015,-,25 000 000,69.9%,35 760 060,61 193,447
808,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Память осени,https://ekinobilet.fond-kino.ru/films/detail/111000516,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""СИНЕМА ПРОДАКШН""",02.06.2016,9 000 000,40 000 000,70.0%,70 000 000,58 500,130
809,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Любовь и Сакс,https://ekinobilet.fond-kino.ru/films/detail/111001217,"ООО ""ДЖЕМСТУДИЯ""",16.02.2017,-,10 000 000,16.4%,61 000 000,57 357,425
810,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Кровь,https://ekinobilet.fond-kino.ru/films/detail/111014018,"ООО ""СТУДИЯ ТРЕТИЙ РИМ""",21.11.2019,-,30 000 000,66.6%,45 045 050,56 845,507
811,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,Домик на юге,https://ekinobilet.fond-kino.ru/films/detail/111008016,"ООО ""КИНОСТУДИЯ ""ВЕРТИКАЛЬ""",13.10.2016,3 500 000,20 000 000,33.8%,69 428 728,55 900,498
812,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Преображение (Материализация),https://ekinobilet.fond-kino.ru/films/detail/111007016,"ООО ""АБС""",28.06.2016,-,26 000 000,70.0%,37 142 857,55 600,139
813,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Детство Чика,https://ekinobilet.fond-kino.ru/films/detail/111013021,"ООО ""ВЭК""",03.02.2022,-,25 000 000,66.0%,37 880 000,52 800,165
814,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,В далеком сорок пятом…Встречи на Эльбе,https://ekinobilet.fond-kino.ru/films/detail/111013015,"ООО ""МИРАБЕЛЬ""",07.08.2015,-,15 000 000,21.4%,70 194 956,52 730,315
815,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Завтра утром,https://ekinobilet.fond-kino.ru/films/detail/111021715,"ООО ""КИНОФАБРИКА""",05.01.2017,-,35 000 000,70.0%,50 000 000,51 820,911
816,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Огород,https://ekinobilet.fond-kino.ru/films/detail/111018822,"ООО КИНОКОМПАНИЯ ""ПРОМЕТЕЙ""",15.09.2022,-,35 000 000,63.4%,55 179 014,46 234,270
817,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Хейфеца,https://ekinobilet.fond-kino.ru/films/detail/212031220,"ООО ""КИНОКОМПАНИЯ ""ФЕЛИКС ФИЛЬМ""",25.02.2021,-,1 800 000,52.9%,3 400 000,42 307,126
818,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Трагедия в бухте Роджерс,https://ekinobilet.fond-kino.ru/films/detail/111003215,"ООО ""ВАЛДАЙ""",09.12.2015,-,30 000 000,69.8%,43 000 000,40 650,311
819,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Страна советов. Забытые вожди,https://ekinobilet.fond-kino.ru/films/detail/213000217,"ООО ""СТАР МЕДИА ДИСТРИБЬЮШН""",14.05.2017,-,34 000 000,49.3%,69 000 000,40 040,468
820,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Экспириенс,https://ekinobilet.fond-kino.ru/films/detail/111000315,"ООО ""КОМПАНИЯ ""АТК-СТУДИО""",05.11.2015,-,26 000 000,70.0%,37 142 857,38 390,273
821,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Вся наша надежда,https://ekinobilet.fond-kino.ru/films/detail/111007716,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""ПАРАДИЗ""",22.02.2018,-,30 000 000,64.9%,46 200 000,33 722,154
822,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Игорь Бутман. Импровизация в поисках диалога,https://ekinobilet.fond-kino.ru/films/detail/112000321,"ООО ""ЮВИ+""",08.07.2021,-,1 800 000,66.7%,2 700 000,33 407,130
823,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,НЕРАССТАВАНИЕ,https://ekinobilet.fond-kino.ru/films/detail/212007021,"ООО СТУДИЯ ""ВСТРЕЧА""",22.09.2022,-,4 000 000,66.7%,6 000 000,32 570,238
824,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Бесславные придурки,https://ekinobilet.fond-kino.ru/films/detail/111003314,"ООО ""КОМПАНИЯ ""АТК-СТУДИО""",11.06.2015,-,26 000 000,70.0%,37 142 857,30 270,255
825,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Жизнь после жизни,https://ekinobilet.fond-kino.ru/films/detail/111019920,"ООО ""ОКО-ФИЛЬМ""",-,-,40 000 000,64.9%,61 658 462,29 600,74
826,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Дети против волшебников,https://ekinobilet.fond-kino.ru/films/detail/214006016,БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ И ВЗАИМОДЕЙСТВИЯ ИМЕНИ ПРЕПОДОБНОГО СЕРГЕЯ РАДОНЕЖСКОГО,22.06.2016,-,15 000 000,31.1%,48 190 000,26 080,755
827,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Вдвоем на льдине,https://ekinobilet.fond-kino.ru/films/detail/111011015,"ООО ""ПЕРВОЕ ТВОРЧЕСКОЕ ОБЪЕДИНЕНИЕ""",27.06.2016,-,26 500 000,69.8%,37 943 652,25 950,744
828,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Город уснул (Опознать),https://ekinobilet.fond-kino.ru/films/detail/111018119,"ООО ""ВЕГА ФИЛЬМ""",-,-,5 000 000,32.5%,15 384 615,20 000,56
829,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Реверберация,https://ekinobilet.fond-kino.ru/films/detail/111003515,"ООО ""АРТЛАЙТ""",10.08.2017,-,25 000 000,66.9%,37 371 262,19 820,171
830,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Клетки,https://ekinobilet.fond-kino.ru/films/detail/212020420,"ООО ""МАСТЕРСКАЯ МАРИНЫ РАЗБЕЖКИНОЙ""",19.09.2022,-,1 000 000,65.3%,1 530 480,16 860,241
831,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Порт,https://ekinobilet.fond-kino.ru/films/detail/111013318,"ООО КИНОКОМПАНИЯ ""ИНВАДА ФИЛЬМ""",31.05.2019,-,35 000 000,63.6%,55 000 690,10 200,102
832,https://resources.fond-kino.ru/eais/images/big/financing_source_01.png,День До,https://ekinobilet.fond-kino.ru/films/detail/111010916,"ООО ""СРЕДА И КО""",01.11.2016,25 000 000,25 000 000,55.1%,90 822 766,9 000,30
833,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Дефиле (Время колокольчиков),https://ekinobilet.fond-kino.ru/films/detail/211020615,"ООО ""ВГИК-ДЕБЮТ""",31.03.2016,-,25 000 000,64.9%,38 500 000,7 000,52
834,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Затмение (Битва с экстрасенсами),https://ekinobilet.fond-kino.ru/films/detail/111011315,"ООО ""КИНОБАЙТ""",14.03.2016,-,25 900 000,43.5%,59 560 746,6 000,40
835,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,#СЕЛФИ ###хаос и творчество,https://ekinobilet.fond-kino.ru/films/detail/212023720,"ООО ""ВИШНЕВЫЙ САД""",11.02.2021,-,1 700 000,65.4%,2 600 000,4 940,22
836,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,"КОРОТКОЕ ЛЕТО, ДЛИННЫЕ ЗИМЫ",https://ekinobilet.fond-kino.ru/films/detail/212004022,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ДОКУМЕНТАЛЬНОГО КИНО""",20.09.2022,-,1 800 000,62.7%,2 870 000,4 250,38
837,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Золотая рыбка,https://ekinobilet.fond-kino.ru/films/detail/111018715,"ООО ""КИНОКОМПАНИЯ ДЕБЮТ""",02.02.2017,-,25 000 000,59.5%,41 998 984,3 150,94
838,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,К/ж Ералаш в кино №312-323 12 серий,https://ekinobilet.fond-kino.ru/films/detail/111011917,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ЕРАЛАШ""",26.12.2017,-,25 000 000,56.1%,44 600 000,300,6
839,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Выжившая,https://ekinobilet.fond-kino.ru/films/detail/111010120,"ООО ""МЕДИА АРТ СТУДИО""",-,-,43 000 000,47.8%,90 000 000,-,-
840,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Байкал - Сердце мира,https://ekinobilet.fond-kino.ru/films/detail/112004619,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ""НОВОЕ ВРЕМЯ""",-,-,3 000 000,9.1%,33 000 000,-,-
841,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Лучшие друзья,https://ekinobilet.fond-kino.ru/films/detail/111023719,"ООО КИНОСТУДИЯ ""ЧЕЧЕНФИЛЬМ""",-,-,30 000 000,58.9%,50 974 480,-,-
842,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,К/Ж «Ералаш»,,"ООО ""ПРОДЮСЕРСКИЙ ЦЕНТР ЕРАЛАШ""",23.01.2019,-,25 000 000,55.6%,45 000 000,-,-
843,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Встреча,https://ekinobilet.fond-kino.ru/films/detail/111022319,"ООО ""СПКИНО""",-,-,25 000 000,66.0%,37 900 000,-,-
844,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Вираж,https://ekinobilet.fond-kino.ru/films/detail/111002321,"ООО ""СТУДИЯ ГРИНСИТИ""",-,-,35 000 000,65.1%,53 800 000,-,-
845,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Капитан Голливуд,https://ekinobilet.fond-kino.ru/films/detail/111002020,"ООО ""КИНОПРОГРАММА ""XXI ВЕК""",-,-,50 000 000,54.3%,92 000 000,-,-
846,https://resources.fond-kino.ru/eais/images/big/financing_source_00.png,Душа пирата,https://ekinobilet.fond-kino.ru/films/detail/111017420,"ООО ""КИНОКОМПАНИЯ СТУДИЯ IV""",-,-,30 000 000,64.0%,46 875 000,-,134
