st_id,st_name_ru,st_name_en,st_distrib,st_distrib_idx,st_date_start,st_date_real,st_prev_start,st_prev_end,st_prev_adm,st_prev_box,st_thursday_box,st_thursday_adm,st_thursday_copy,st_1wd_box,st_1wd_adm,st_1wd_copy,st_2wd_box,st_2wd_adm,st_total_box,st_total_adm,st_total_copy,st_genre,st_genre_idx,st_country,st_country_idx,st_rel_id,st_thu_ratio,st_2wd_change,st_1wd_avg,st_total_avg
29197600,НЕДЕТСКИЙ ДОМ,,"<a href=""/distributor/show/id/RWV"" target=""_blank"">RWV</a>",",291,",2022-09-15,2022-09-15,&nbsp;,946684800,0,&nbsp;,,0,0,"3,9 млн",12 тыс,492,"1,6 млн","5,8 тыс","8,1 млн",29 тыс,492,драма,",10,",RUONLY,",6,",45997,&nbsp;,58.76,"7,9 тыс",16 тыс
29197624,КЭТ,,"<a href=""/distributor/show/id/RR"" target=""_blank"">RR</a>",",169,",2022-09-15,2022-09-15,&nbsp;,946684800,0,&nbsp;,,0,0,"1,4 млн","3,7 тыс",205,326 тыс,"1,0 тыс","2,9 млн","8,6 тыс",205,драма,",10,",RUONLY,",6,",46070,&nbsp;,76.89,"6,9 тыс",14 тыс
29197633,КТО ТАМ?,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-09-15,2022-09-15,&nbsp;,946684800,0,&nbsp;,,0,0,"5,2 млн",17 тыс,1607,"1,4 млн","5,0 тыс","9,1 млн",32 тыс,1618,триллер,",18,",RUONLY,",6,",46097,&nbsp;,73.51,"3,2 тыс","5,6 тыс"
29197751,ЛЕБЕДИНОЕ ОЗЕРО,,"<a href=""/distributor/show/id/CS"" target=""_blank"">CS</a>",",515,",2022-09-15,2022-09-15,&nbsp;,946684800,0,&nbsp;,,0,0,24 тыс,81 ,16,&nbsp;,&nbsp;,24 тыс,81 ,16,"комедия, драма",",4,10,",RUONLY,",6,",46555,&nbsp;,&nbsp;,"1,5 тыс","1,5 тыс"
29197791,ДВА ХВОСТА. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-09-15,2022-09-15,&nbsp;,946684800,0,&nbsp;,,0,0,"2,7 млн",13 тыс,872,"2,2 млн",12 тыс,"9,7 млн",50 тыс,893,анимация,",7,",RUONLY,",6,",46745,&nbsp;,18.15,"3,1 тыс",11 тыс
29197531,МУЛЬТ В КИНО. ВЫПУСК № 147. ОСЕНЬ СМЕХУ НЕ ПОМЕХА,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-09-08,2022-09-10,&nbsp;,946684800,0,&nbsp;,,0,0,883 тыс,"6,0 тыс",541,"1,2 млн","8,7 тыс","4,3 млн",33 тыс,779,анимация,",7,",RUONLY,",6,",45722,&nbsp;,-36.06,"1,6 тыс","5,6 тыс"
29197591,"ТАМ, ГДЕ НАШ ДОМ",,"<a href=""/distributor/show/id/TNL"" target=""_blank"">TNL</a>",",460,",2022-09-08,2022-09-08,&nbsp;,946684800,0,&nbsp;,,0,0,70 тыс,241 ,37,&nbsp;,&nbsp;,289 тыс,"1,7 тыс",37,документальный,",1,",RUONLY,",6,",45956,&nbsp;,&nbsp;,"1,9 тыс","7,8 тыс"
29197712,НАЧАТЬ СНАЧАЛА,,"<a href=""/distributor/show/id/ARM"" target=""_blank"">ARM</a>",",554,",2022-09-08,2022-09-08,&nbsp;,946684800,0,&nbsp;,,0,0,18 млн,61 тыс,1134,12 млн,42 тыс,55 млн,208 тыс,1134,"комедия, драма, спорт",",4,10,24,",RUONLY,",6,",46389,&nbsp;,32.48,16 тыс,49 тыс
29197753,У САМОГО БЕЛОГО МОРЯ,,SMKT,",155,",2022-09-08,2022-09-08,&nbsp;,946684800,0,&nbsp;,,0,0,298 тыс,"1,0 тыс",63,&nbsp;,&nbsp;,568 тыс,"4,0 тыс",63,"драма, семейный",",10,11,",RUONLY,",6,",46568,&nbsp;,&nbsp;,"4,7 тыс","9,0 тыс"
29197774,ПОКРОВСКИЕ ВОРОТА. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-09-08,2022-09-08,&nbsp;,946684800,0,&nbsp;,,0,0,217 тыс,669 ,39,&nbsp;,&nbsp;,498 тыс,"1,4 тыс",42,"комедия, драма, мелодрама",",4,10,16,",RUONLY,",6,",46667,&nbsp;,&nbsp;,"5,6 тыс",12 тыс
29197831,ЯБЛОНЯ,,SMKT,",155,",2022-09-08,2022-09-08,&nbsp;,946684800,0,&nbsp;,,0,0,"1,5 млн","4,8 тыс",1,"1,4 млн","5,1 тыс",21 млн,85 тыс,38,,",,",RUONLY,",6,",46926,&nbsp;,5.86,"1,5 млн",555 тыс
29197594,КАЛЕНДАРЬ МА(Й)Я,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>",",46,",2022-09-01,2022-09-01,&nbsp;,946684800,0,&nbsp;,,0,0,41 млн,164 тыс,1979,23 млн,98 тыс,115 млн,483 тыс,1979,"приключения, семейный",",6,11,",RUONLY,",6,",45971,&nbsp;,43.44,20 тыс,58 тыс
29197694,"ТУРБОЗАВРЫ, ВПЕРЕД!",,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-09-01,2022-09-01,&nbsp;,946684800,0,&nbsp;,,0,0,"7,5 млн",39 тыс,1897,"4,3 млн",23 тыс,17 млн,95 тыс,2000,анимация,",7,",RUONLY,",6,",46323,&nbsp;,42.37,"3,9 тыс","8,5 тыс"
29197736,ПОЛНОЕ ПОГРУЖЕНИЕ. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-09-01,2022-09-01,&nbsp;,946684800,0,&nbsp;,,0,0,"1,6 млн","7,8 тыс",384,886 тыс,"4,4 тыс","3,8 млн",19 тыс,384,анимация,",7,",RUONLY,",6,",46489,&nbsp;,45.18,"4,2 тыс","9,9 тыс"
29197757,ПРЕПОДЫ НА ВСЮ ГОЛОВУ,,"<a href=""/distributor/show/id/KNLG"" target=""_blank"">KNLG</a>",",174,",2022-09-01,2022-09-01,&nbsp;,946684800,0,&nbsp;,,0,0,688 тыс,"2,6 тыс",238,&nbsp;,&nbsp;,"1,1 млн","4,6 тыс",238,комедия,",4,",RUONLY,",6,",46584,&nbsp;,&nbsp;,"2,9 тыс","4,7 тыс"
29197686,ЛЕНА И СПРАВЕДЛИВОСТЬ,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>",",46,",2022-08-25,2022-08-25,&nbsp;,946684800,0,&nbsp;,,0,0,"3,9 млн",13 тыс,796,"1,7 млн","5,9 тыс","8,2 млн",30 тыс,796,комедия,",4,",RUONLY,",6,",46299,&nbsp;,55.62,"4,9 тыс",10 тыс
29197730,БАРБОСКИНЫ TEAM,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2022-08-25,2022-08-25,СР,СР,569,139 тыс,,0,0,25 млн,111 тыс,1658,19 млн,85 тыс,97 млн,448 тыс,1736,анимация,",7,",RUONLY,",6,",46469,&nbsp;,22.21,15 тыс,56 тыс
29197792,ДРУГ НА ПРОДАЖУ. ПЕРЕВЫПУСК,,BSD,",578,",2022-08-25,2022-08-25,&nbsp;,946684800,0,&nbsp;,,0,0,"1,3 млн","4,0 тыс",138,"1,1 млн","3,5 тыс","5,7 млн",23 тыс,138,комедия,",4,",RUONLY,",6,",46749,&nbsp;,17.1,"9,3 тыс",41 тыс
29197689,НОЧНОЙ РЕЖИМ,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>",",46,",2022-08-18,2022-08-18,&nbsp;,946684800,0,&nbsp;,,0,0,"3,8 млн",12 тыс,364,"1,0 млн","3,6 тыс","7,3 млн",26 тыс,920,"фантастика, драма",",3,10,",RUONLY,",6,",46306,&nbsp;,73.31,10 тыс,"7,9 тыс"
29197720,ПОЗЫВНОЙ «БАРОН»,,TVF,",552,",2022-08-18,2022-08-18,ЧТ - ВС,ВС,1004,348 тыс,,0,0,400 тыс,"1,4 тыс",112,&nbsp;,&nbsp;,978 тыс,"3,5 тыс",125,боевик,",21,",RUONLY,",6,",46423,&nbsp;,&nbsp;,"3,6 тыс","7,8 тыс"
29197732,СОЮЗКИНОМУЛЬТ ВЫПУСК 2 «ПРОСТОКВАШИНО» И ВСЕ-ВСЕ-ВСЕ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-08-18,2022-08-18,&nbsp;,946684800,0,&nbsp;,,0,0,831 тыс,"5,3 тыс",549,290 тыс,"1,9 тыс","1,6 млн",10 тыс,552,анимация,",7,",RUONLY,",6,",46482,&nbsp;,65.14,"1,5 тыс","2,8 тыс"
29197734,ШИРЛИ-МЫРЛИ. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-08-18,2022-08-18,&nbsp;,946684800,0,&nbsp;,,0,0,85 тыс,272 ,23,"8,9 тыс",35 ,150 тыс,549 ,23,комедия,",4,",RUONLY,",6,",46487,&nbsp;,89.5,"3,7 тыс","6,5 тыс"
29197750,МАЛЕНЬКИЙ ПРИНЦ,,"<a href=""/distributor/show/id/CS"" target=""_blank"">CS</a>",",515,",2022-08-18,2022-08-18,&nbsp;,946684800,0,&nbsp;,,0,0,17 тыс,105 ,13,&nbsp;,&nbsp;,17 тыс,105 ,13,анимация,",7,",RUONLY,",6,",46554,&nbsp;,&nbsp;,"1,3 тыс","1,3 тыс"
29197642,ЛЕГЕНДЫ ОРЛЕНКА,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-08-11,2022-08-11,СР,СР,190,68 тыс,,0,0,15 млн,60 тыс,1867,11 млн,47 тыс,62 млн,284 тыс,1867,семейный,",11,",RUONLY,",6,",46128,&nbsp;,22.65,"7,9 тыс",33 тыс
29197688,"ИСТОРИЯ АСИ КЛЯЧИНОЙ, КОТОРАЯ ЛЮБИЛА, ДА НЕ ВЫШЛА ЗАМУЖ. ПЕРЕВЫПУСК",,"<a href=""/distributor/show/id/IK"" target=""_blank"">IK</a>",",474,",2022-08-11,2022-08-11,&nbsp;,946684800,0,&nbsp;,,0,0,169 тыс,542 ,42,&nbsp;,&nbsp;,169 тыс,542 ,42,"драма, мелодрама",",10,16,",RUONLY,",6,",46305,&nbsp;,&nbsp;,"4,0 тыс","4,0 тыс"
29197719,АРХИПЕЛАГ,,TVF,",552,",2022-08-11,2022-08-11,&nbsp;,946684800,0,&nbsp;,,0,0,332 тыс,"1,1 тыс",124,&nbsp;,&nbsp;,819 тыс,"3,6 тыс",124,драма,",10,",RUONLY,",6,",46422,&nbsp;,&nbsp;,"2,7 тыс","6,6 тыс"
29197696,БОЛЬШОЕ ПУТЕШЕСТВИЕ. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-08-04,2022-08-04,&nbsp;,946684800,0,&nbsp;,,0,0,"5,4 млн",26 тыс,1234,"2,9 млн",15 тыс,14 млн,76 тыс,1234,анимация,",7,",RUONLY,",6,",46325,&nbsp;,46.34,"4,3 тыс",11 тыс
29197108,КИН-ДЗА-ДЗА! ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-07-28,2022-07-28,&nbsp;,946684800,0,&nbsp;,,0,0,211 тыс,716 ,61,&nbsp;,&nbsp;,616 тыс,"2,0 тыс",64,"фантастика, комедия, драма",",3,4,10,",RUONLY,",6,",42935,&nbsp;,&nbsp;,"3,5 тыс","9,6 тыс"
29197345,НАХИМОВЦЫ,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>",",46,",2022-07-28,2022-07-28,&nbsp;,946684800,0,&nbsp;,,0,0,20 млн,73 тыс,1890,13 млн,45 тыс,65 млн,264 тыс,1890,семейный,",11,",RUONLY,",6,",44447,&nbsp;,37.64,11 тыс,34 тыс
29197610,АСФАЛЬТОВОЕ СОЛНЦЕ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-07-28,2022-07-28,&nbsp;,946684800,0,&nbsp;,,0,0,"3,3 млн",11 тыс,682,"1,8 млн","6,8 тыс","9,1 млн",36 тыс,695,драма,",10,",RUONLY,",6,",46024,&nbsp;,46.24,"4,8 тыс",13 тыс
29197613,ЕРАЛАШ В КИНО! ВЫПУСК 2,,"<a href=""/distributor/show/id/SBF"" target=""_blank"">SBF</a>",",500,",2022-07-28,2022-07-28,&nbsp;,946684800,0,&nbsp;,,0,0,274 тыс,"1,8 тыс",252,&nbsp;,&nbsp;,"2,0 млн","9,8 тыс",252,семейный,",11,",RUONLY,",6,",46030,&nbsp;,&nbsp;,"1,1 тыс","7,9 тыс"
29197695,РАЗВОД. ФИЛЬМ ВТОРОЙ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-07-28,2022-07-28,&nbsp;,946684800,0,&nbsp;,,0,0,"3,2 млн",11 тыс,702,"1,3 млн","4,8 тыс","6,9 млн",26 тыс,708,комедия,",4,",RUONLY,",6,",46324,&nbsp;,58.09,"4,6 тыс","9,8 тыс"
29197630,ХРОНОС,,"<a href=""/distributor/show/id/KNT"" target=""_blank"">KNT</a>",",556,",2022-07-21,2022-07-21,&nbsp;,946684800,0,&nbsp;,,0,0,"5,6 млн",20 тыс,1076,"2,0 млн","7,9 тыс",13 млн,50 тыс,1076,"фантастика, приключения, семейный",",3,6,11,",RUONLY,",6,",46090,&nbsp;,63.57,"5,2 тыс",12 тыс
29197529,МУЛЬТ В КИНО. ВЫПУСК № 145. ЛЕТНИЕ. КЛАССНЫЕ. ТВОИ,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-07-14,2022-07-16,&nbsp;,946684800,0,&nbsp;,,0,0,809 тыс,"6,0 тыс",524,904 тыс,"6,8 тыс","4,3 млн",32 тыс,693,анимация,",7,",RUONLY,",6,",45720,&nbsp;,-11.76,"1,5 тыс","6,1 тыс"
29197543,ОДЕРЖИМАЯ,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-07-14,2022-07-14,&nbsp;,946684800,0,&nbsp;,,0,0,"6,4 млн",20 тыс,921,"2,7 млн","9,3 тыс",15 млн,54 тыс,921,триллер,",18,",RUONLY,",6,",45746,&nbsp;,58.03,"6,9 тыс",16 тыс
29197575,ЗАБЫТОЕ ЧУДО,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-07-14,2022-07-16,&nbsp;,946684800,0,&nbsp;,,0,0,"7,4 млн",32 тыс,1742,"6,6 млн",32 тыс,31 млн,161 тыс,1761,анимация,",7,",RUONLY,",6,",45901,&nbsp;,11.97,"4,3 тыс",17 тыс
29197609,СТРАНА САША,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-07-14,2022-07-14,ПН - СР,СР,556,374 тыс,,0,0,"4,1 млн",13 тыс,460,"2,5 млн","8,6 тыс",13 млн,46 тыс,465,мелодрама,",16,",RUONLY,",6,",46023,&nbsp;,39.53,"8,9 тыс",28 тыс
29196754,БУЛКИ,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>",",46,",2022-07-07,2022-07-07,&nbsp;,946684800,0,&nbsp;,,0,0,20 млн,64 тыс,1833,15 млн,49 тыс,75 млн,271 тыс,1834,комедия,",4,",RUONLY,",6,",40535,&nbsp;,26.06,11 тыс,41 тыс
29197639,СОЮЗ КИНОМУЛЬТ. ВЫПУСК №1,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-07-07,2022-07-07,&nbsp;,946684800,0,&nbsp;,,0,0,"1,2 млн","7,2 тыс",703,835 тыс,"5,6 тыс","3,3 млн",22 тыс,852,анимация,",7,",RUONLY,",6,",46115,&nbsp;,32.6,"1,8 тыс","3,9 тыс"
29197554,ЧЕРНАЯ ГОРА,,ABK,",561,",2022-06-30,2022-06-30,&nbsp;,946684800,0,&nbsp;,,0,0,810 тыс,"2,7 тыс",318,&nbsp;,&nbsp;,"2,0 млн","7,6 тыс",318,ужасы,",13,",RUONLY,",6,",45795,&nbsp;,&nbsp;,"2,5 тыс","6,2 тыс"
29197570,ТАНЦЫ НА ВЫСОТЕ!,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-06-30,2022-06-30,&nbsp;,946684800,0,&nbsp;,,0,0,"3,3 млн",11 тыс,545,"1,0 млн","3,7 тыс","7,3 млн",28 тыс,650,"комедия, музыка",",4,26,",RUONLY,",6,",45876,&nbsp;,68.99,"6,0 тыс",11 тыс
29197638,РАЗВОД. ФИЛЬМ ПЕРВЫЙ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-30,2022-06-30,&nbsp;,946684800,0,&nbsp;,,0,0,"6,5 млн",22 тыс,1031,"2,6 млн","9,3 тыс",15 млн,58 тыс,1036,комедия,",4,",RUONLY,",6,",46114,&nbsp;,59.77,"6,3 тыс",15 тыс
29197677,ДИКИЙ ЧЕЛЕНДЖ,,SMKT,",155,",2022-06-30,2022-06-30,&nbsp;,946684800,0,&nbsp;,,0,0,"2,2 млн","6,6 тыс",23,"1,1 млн","3,3 тыс","6,9 млн",21 тыс,23,комедия,",4,",RUONLY,",6,",46278,&nbsp;,50.06,96 тыс,302 тыс
29197420,ДИКАЯ,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>",",46,",2022-06-23,2022-06-23,&nbsp;,946684800,0,&nbsp;,,0,0,25 млн,85 тыс,1908,14 млн,48 тыс,85 млн,311 тыс,1908,"комедия, приключения, драма",",4,6,10,",RUONLY,",6,",45219,&nbsp;,44.41,13 тыс,45 тыс
29197549,МЕЖСЕЗОНЬЕ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-23,2022-06-23,ПН - СР,СР,2651,"1,1 млн",,0,0,"5,2 млн",16 тыс,857,"3,1 млн",11 тыс,21 млн,73 тыс,859,"приключения, криминал",",6,9,",RUONLY,",6,",45772,&nbsp;,39.29,"6,1 тыс",24 тыс
29197581,ЕРАЛАШ В КИНО! ВЫПУСК 1,,"<a href=""/distributor/show/id/SBF"" target=""_blank"">SBF</a>",",500,",2022-06-23,2022-06-23,&nbsp;,946684800,0,&nbsp;,,0,0,"1,2 млн","7,2 тыс",577,400 тыс,"2,6 тыс","2,7 млн",18 тыс,577,"комедия, семейный",",4,11,",RUONLY,",6,",45921,&nbsp;,66.5,"2,1 тыс","4,7 тыс"
29197589,VНУК,,"<a href=""/distributor/show/id/KNT"" target=""_blank"">KNT</a>",",556,",2022-06-23,2022-06-22,&nbsp;,946684800,0,&nbsp;,,0,0,272 тыс,876 ,180,&nbsp;,&nbsp;,597 тыс,"2,3 тыс",180,"приключения, драма, военный",",6,10,19,",RUONLY,",6,",45942,&nbsp;,&nbsp;,"1,5 тыс","3,3 тыс"
29197674,БУРЯТСКИЙ ЧАС,,SMKT,",155,",2022-06-23,2022-06-23,&nbsp;,946684800,0,&nbsp;,,0,0,529 тыс,"1,9 тыс",15,253 тыс,943 ,"6,3 млн",16 тыс,20,комедия,",4,",RUONLY,",6,",46259,&nbsp;,52.18,35 тыс,314 тыс
29197321,МУЛЬТ В КИНО. ВЫПУСК № 144. А МЫ ТУТ МУЛЬТИКАМИ БАЛУЕМСЯ,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-06-16,2022-06-18,&nbsp;,946684800,0,&nbsp;,,0,0,705 тыс,"5,5 тыс",585,832 тыс,"7,0 тыс","3,3 млн",28 тыс,823,анимация,",7,",RUONLY,",6,",44238,&nbsp;,-18.08,"1,2 тыс","4,0 тыс"
29197492,ВРЕМЯ ПАТРИОТОВ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-16,2022-06-16,&nbsp;,946684800,0,&nbsp;,,0,0,"1,7 млн","5,6 тыс",719,496 тыс,"2,0 тыс","3,2 млн",12 тыс,725,боевик,",21,",RUONLY,",6,",45605,&nbsp;,70.21,"2,3 тыс","4,4 тыс"
29197496,ТАЙНА ТРЕТЬЕЙ ПЛАНЕТЫ. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-16,2022-06-16,&nbsp;,946684800,0,&nbsp;,,0,0,526 тыс,"3,5 тыс",375,204 тыс,"1,7 тыс","1,3 млн","9,5 тыс",502,анимация,",7,",RUONLY,",6,",45610,&nbsp;,61.19,"1,4 тыс","2,6 тыс"
29197523,БУЛЬТЕРЬЕР,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2022-06-16,2022-06-16,&nbsp;,946684800,0,&nbsp;,,0,0,"10,0 млн",32 тыс,996,"4,0 млн",14 тыс,24 млн,86 тыс,996,"драма, спорт",",10,24,",RUONLY,",6,",45700,&nbsp;,59.71,10 тыс,24 тыс
29197553,НОВЕНЬКИЙ,,"<a href=""/distributor/show/id/TNL"" target=""_blank"">TNL</a>/ABK",",460,561,",2022-06-16,2022-06-16,&nbsp;,946684800,0,&nbsp;,,0,0,"1,5 млн","5,5 тыс",331,492 тыс,"2,0 тыс","7,7 млн",24 тыс,331,драма,",10,",RUONLY,",6,",45794,&nbsp;,66.09,"4,4 тыс",23 тыс
29197595,АССА. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/MVK"" target=""_blank"">MVK</a>",",214,",2022-06-16,2022-06-16,&nbsp;,946684800,0,&nbsp;,,0,0,"1,6 млн","4,5 тыс",245,463 тыс,"1,3 тыс","5,9 млн",16 тыс,273,драма,",10,",RUONLY,",6,",45978,&nbsp;,70.57,"6,4 тыс",22 тыс
29197365,ОДНА,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-06-09,2022-06-09,&nbsp;,946684800,0,&nbsp;,,0,0,51 млн,165 тыс,1852,44 млн,141 тыс,358 млн,"1,3 млн",1885,драма,",10,",RUONLY,",6,",44626,&nbsp;,14.05,27 тыс,190 тыс
29197433,МОЛОДОЙ ЧЕЛОВЕК,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>/<a href=""/distributor/show/id/PIFD"" target=""_blank"">PIFD</a>",",46,405,",2022-06-09,2022-06-09,&nbsp;,946684800,0,&nbsp;,,0,0,32 млн,103 тыс,1731,27 млн,86 тыс,192 млн,649 тыс,1731,комедия,",4,",RUONLY,",6,",45269,&nbsp;,15.65,19 тыс,111 тыс
29197495,ЧИПОЛЛИНО. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-09,2022-06-09,&nbsp;,946684800,0,&nbsp;,,0,0,294 тыс,"2,0 тыс",340,125 тыс,"1,2 тыс",850 тыс,"6,7 тыс",340,анимация,",7,",RUONLY,",6,",45609,&nbsp;,57.54,866 ,"2,5 тыс"
29197509,ВРЕМЯ ПЕРВЫХ. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-06-09,2022-06-09,&nbsp;,946684800,0,&nbsp;,,0,0,214 тыс,705 ,75,&nbsp;,&nbsp;,214 тыс,705 ,75,"драма, исторический",",10,12,",RUONLY,",6,",45654,&nbsp;,&nbsp;,"2,9 тыс","2,9 тыс"
29197541,КОЩЕЙ. ПОХИТИТЕЛЬ НЕВЕСТ,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2022-06-09,2022-06-09,&nbsp;,946684800,0,&nbsp;,,0,0,34 млн,159 тыс,1856,33 млн,165 тыс,210 млн,"1,0 млн",2084,анимация,",7,",RUONLY,",6,",45732,&nbsp;,3.14,18 тыс,101 тыс
29197550,ГОЛОСА АРКТИКИ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-09,2022-06-09,&nbsp;,946684800,0,&nbsp;,,0,0,255 тыс,869 ,360,&nbsp;,&nbsp;,574 тыс,"2,1 тыс",360,документальный,",1,",RUONLY,",6,",45775,&nbsp;,&nbsp;,709 ,"1,6 тыс"
29197608,ДВА ХОЛМА,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-09,2022-06-09,&nbsp;,946684800,0,&nbsp;,,0,0,775 тыс,"2,3 тыс",269,382 тыс,"1,3 тыс","2,0 млн","6,9 тыс",269,фантастика,",3,",RUONLY,",6,",46020,&nbsp;,50.65,"2,9 тыс","7,4 тыс"
29197109,СВОЯ ВОЙНА. ШТОРМ В ПУСТЫНЕ,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2022-06-02,2022-06-02,ПН - СР,СР,209,83 тыс,,0,0,17 млн,56 тыс,1793,"4,8 млн",17 тыс,34 млн,123 тыс,1793,"драма, триллер",",10,18,",RUONLY,",6,",42938,&nbsp;,71.79,"9,5 тыс",19 тыс
29197274,ТРИ КОТА И МОРЕ ПРИКЛЮЧЕНИЙ,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2022-06-02,2022-06-01,СР,СР,73658,14 млн,,0,0,37 млн,163 тыс,1739,19 млн,86 тыс,144 млн,700 тыс,1754,анимация,",7,",RUONLY,",6,",43967,&nbsp;,49.85,21 тыс,82 тыс
29197404,ДЖУЛУР: МАС – РЕСТЛИНГ,,SMKT,",155,",2022-06-02,2022-06-02,&nbsp;,946684800,0,&nbsp;,,0,0,"2,8 млн","8,5 тыс",98,"2,3 млн","6,9 тыс",13 млн,41 тыс,98,"драма, спорт",",10,24,",RUONLY,",6,",45071,&nbsp;,19.67,29 тыс,134 тыс
29197447,МОДЕЛЬ,,"<a href=""/distributor/show/id/TNL"" target=""_blank"">TNL</a>",",460,",2022-06-02,2022-06-02,&nbsp;,946684800,0,&nbsp;,,0,0,992 тыс,"2,7 тыс",286,&nbsp;,&nbsp;,"1,7 млн","5,4 тыс",286,триллер,",18,",RUONLY,",6,",45389,&nbsp;,&nbsp;,"3,5 тыс","5,8 тыс"
29197494,ПРИКЛЮЧЕНИЯ БУРАТИНО. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-02,2022-06-01,СР,СР,1344,180 тыс,,0,0,416 тыс,"2,6 тыс",464,203 тыс,"1,9 тыс","1,2 млн","9,5 тыс",580,анимация,",7,",RUONLY,",6,",45608,&nbsp;,51.22,897 ,"2,1 тыс"
29197560,РЭПЕР,,"<a href=""/distributor/show/id/CS"" target=""_blank"">CS</a>",",515,",2022-06-02,2022-06-02,&nbsp;,946684800,0,&nbsp;,,0,0,56 тыс,190 ,36,&nbsp;,&nbsp;,79 тыс,300 ,36,"криминал, драма",",9,10,",RUONLY,",6,",45829,&nbsp;,&nbsp;,"1,6 тыс","2,2 тыс"
29197607,МАНЮНЯ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2022-06-02,2022-06-02,&nbsp;,946684800,0,&nbsp;,,0,0,"2,9 млн",11 тыс,380,&nbsp;,"5,7 тыс","9,4 млн",47 тыс,410,,",,",RUONLY,",6,",46019,&nbsp;,&nbsp;,"7,5 тыс",23 тыс
29197481,АМАНАТ,,"<a href=""/distributor/show/id/CRP"" target=""_blank"">CRP</a>",",46,",2022-05-26,2022-05-26,&nbsp;,946684800,0,&nbsp;,,0,0,20 млн,64 тыс,1790,11 млн,37 тыс,51 млн,180 тыс,1790,"биография, драма, исторический",",8,10,12,",RUONLY,",6,",45536,&nbsp;,42.43,11 тыс,28 тыс
