st_id,st_name_ru,st_name_en,st_distrib,st_distrib_idx,st_date_start,st_date_real,st_prev_start,st_prev_end,st_prev_adm,st_prev_box,st_thursday_box,st_thursday_adm,st_thursday_copy,st_1wd_box,st_1wd_adm,st_1wd_copy,st_2wd_box,st_2wd_adm,st_total_box,st_total_adm,st_total_copy,st_genre,st_genre_idx,st_country,st_country_idx,st_rel_id,st_thu_ratio,st_2wd_change,st_1wd_avg,st_total_avg
29198960,ДОМОВЕНОК КУЗЯ 2,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-03-19,2026-03-19,ПН - СР,СР,2304,"1,1 млн",,0,0,276 млн,680 тыс,2452,&nbsp;,&nbsp;,277 млн,683 тыс,2452,"комедия, семейный",",4,11,",RUONLY,",6,",51112,&nbsp;,&nbsp;,112 тыс,113 тыс
29199947,ДОКТОР ГАФ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2026-03-19,2026-03-19,&nbsp;,946684800,0,&nbsp;,,0,0,25 млн,62 тыс,1579,&nbsp;,&nbsp;,25 млн,62 тыс,1579,"комедия, приключения",",4,6,",RUONLY,",6,",54924,&nbsp;,&nbsp;,16 тыс,16 тыс
29200068,КАРТИНЫ ДРУЖЕСКИХ СВЯЗЕЙ,,"<a href=""/distributor/show/id/PNR"" target=""_blank"">PNR</a>",",138,",2026-03-19,2026-03-19,ВС,ВС,1526,"2,1 млн",,0,0,"8,2 млн",12 тыс,116,&nbsp;,&nbsp;,10 млн,13 тыс,116,"комедия, драма",",4,10,",RUONLY,",6,",55613,&nbsp;,&nbsp;,71 тыс,89 тыс
29200111,МОИ ТАЕЖНЫЕ КАНИКУЛЫ,,SMKT,",155,",2026-03-19,2026-03-19,&nbsp;,946684800,0,&nbsp;,,0,0,"5,6 млн",13 тыс,83,&nbsp;,&nbsp;,"5,6 млн",13 тыс,83,"приключения, семейный",",6,11,",RUONLY,",6,",56094,&nbsp;,&nbsp;,67 тыс,67 тыс
29199636,КОЛОКОЛ НАДЕЖДЫ,,"<a href=""/distributor/show/id/KNT"" target=""_blank"">KNT</a>",",556,",2026-03-12,2026-03-12,&nbsp;,946684800,0,&nbsp;,,0,0,754 тыс,"3,5 тыс",189,&nbsp;,&nbsp;,754 тыс,"3,5 тыс",189,мелодрама,",16,",RUONLY,",6,",53720,&nbsp;,&nbsp;,"4,0 тыс","4,0 тыс"
29199939,ЖЕМЧУГ,,"<a href=""/distributor/show/id/CAO"" target=""_blank"">CAO</a>",",7,",2026-03-12,2026-03-12,&nbsp;,946684800,0,&nbsp;,,0,0,"5,8 млн",13 тыс,726,&nbsp;,&nbsp;,"5,8 млн",13 тыс,726,"комедия, драма",",4,10,",RUONLY,",6,",54910,&nbsp;,&nbsp;,"7,9 тыс","7,9 тыс"
29200095,ТЕАТР В КИНО: ПРИНЦ И НИЩИЙ,,"<a href=""/distributor/show/id/KAP"" target=""_blank"">KAP</a>",",588,",2026-03-12,2026-03-14,&nbsp;,946684800,0,&nbsp;,,0,0,565 тыс,"1,1 тыс",39,&nbsp;,&nbsp;,565 тыс,"1,1 тыс",39,спектакль,",29,",RUONLY,",6,",55824,&nbsp;,&nbsp;,14 тыс,14 тыс
29200096,"МОЙ ПАРЕНЬ, МАНЕКЕН",,"<a href=""/distributor/show/id/SBF"" target=""_blank"">SBF</a>",",500,",2026-03-12,2026-03-12,&nbsp;,946684800,0,&nbsp;,,0,0,64 тыс,168 ,13,&nbsp;,&nbsp;,64 тыс,168 ,13,"приключения, мелодрама, фэнтези",",6,16,22,",RUONLY,",6,",55828,&nbsp;,&nbsp;,"4,9 тыс","4,9 тыс"
29200100,ПРИКОСНОВЕНИЕ. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/CIPA"" target=""_blank"">CIPA</a>",",612,",2026-03-12,2026-03-12,&nbsp;,946684800,0,&nbsp;,,0,0,478 тыс,828 ,34,&nbsp;,&nbsp;,478 тыс,828 ,34,"ужасы, триллер, мистика",",13,18,30,",RUONLY,",6,",55848,&nbsp;,&nbsp;,14 тыс,14 тыс
29198851,НОВАЯ ТЕЩА,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2026-03-05,2026-03-05,&nbsp;,946684800,0,&nbsp;,,0,0,140 млн,277 тыс,1956,61 млн,126 тыс,304 млн,635 тыс,1956,комедия,",4,",RUONLY,",6,",50792,&nbsp;,56.36,71 тыс,156 тыс
29199606,ЦАРЕВНА-ЛЯГУШКА 2,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2026-03-05,2026-03-05,ПН - СР,СР,3615,"1,9 млн",,0,0,154 млн,362 тыс,2397,67 млн,166 тыс,319 млн,778 тыс,2488,"комедия, приключения, семейный",",4,6,11,",RUONLY,",6,",53619,&nbsp;,56.53,64 тыс,128 тыс
29199946,ТЮЛЬПАНЫ,,"<a href=""/distributor/show/id/NMG"" target=""_blank"">NMG</a>",",598,",2026-03-05,2026-03-05,ВС,ВС,778,448 тыс,,0,0,56 млн,118 тыс,1917,10 млн,26 тыс,83 млн,185 тыс,1917,комедия,",4,",RUONLY,",6,",54923,&nbsp;,81.48,29 тыс,43 тыс
29200003,БОЛЬШАЯ ЗЕМЛЯ,,"<a href=""/distributor/show/id/VRT"" target=""_blank"">VRT</a>",",630,",2026-03-05,2026-03-05,&nbsp;,946684800,0,&nbsp;,,0,0,"1,5 млн","2,6 тыс",51,&nbsp;,&nbsp;,"1,5 млн","2,6 тыс",56,драма,",10,",RUONLY,",6,",55231,&nbsp;,&nbsp;,30 тыс,27 тыс
29200023,ГРАНИЦА,,"<a href=""/distributor/show/id/KNLG"" target=""_blank"">KNLG</a>",",174,",2026-03-05,2026-03-05,&nbsp;,946684800,0,&nbsp;,,0,0,696 тыс,"1,6 тыс",96,229 тыс,613 ,"1,3 млн","3,1 тыс",96,ужасы,",13,",RUONLY,",6,",55329,&nbsp;,67.12,"7,2 тыс",13 тыс
29200040,К СЕБЕ НЕЖНО,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-03-05,2026-03-05,&nbsp;,946684800,0,&nbsp;,,0,0,58 млн,108 тыс,1199,24 млн,50 тыс,125 млн,254 тыс,1221,"комедия, мелодрама",",4,16,",RUONLY,",6,",55402,&nbsp;,58.22,48 тыс,103 тыс
29199910,СПАСТИ БЕССМЕРТНОГО,,CKINO,",617,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,"3,7 млн",12 тыс,594,&nbsp;,&nbsp;,"3,7 млн",12 тыс,594,"фантастика, драма, триллер",",3,10,18,",RUONLY,",6,",54786,&nbsp;,&nbsp;,"6,3 тыс","6,3 тыс"
29199945,"ЧЕЛОВЕК, КОТОРЫЙ СМЕЕТСЯ",,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,13 млн,26 тыс,941,"1,4 млн","3,4 тыс",18 млн,39 тыс,941,комедия,",4,",RUONLY,",6,",54922,&nbsp;,88.86,14 тыс,19 тыс
29200030,СЮРПРИЗ ДЛЯ МАМЫ,,SMKT,",155,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,127 тыс,415 ,56,&nbsp;,&nbsp;,127 тыс,415 ,56,"комедия, семейный",",4,11,",RUONLY,",6,",55357,&nbsp;,&nbsp;,"2,3 тыс","2,3 тыс"
29200038,МОЙ ДРУГ,,"<a href=""/distributor/show/id/RR"" target=""_blank"">RR</a>",",169,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,310 тыс,781 ,50,&nbsp;,&nbsp;,310 тыс,781 ,50,драма,",10,",RUONLY,",6,",55393,&nbsp;,&nbsp;,"6,2 тыс","6,2 тыс"
29200048,НАУМ. ПРЕДЧУВСТВИЯ,,"<a href=""/distributor/show/id/K24"" target=""_blank"">K24</a>",",615,",2026-02-26,2026-02-26,ВС,ВС,1138,885 тыс,,0,0,856 тыс,"1,7 тыс",25,174 тыс,515 ,"2,1 млн","3,8 тыс",25,документальный,",1,",RUONLY,",6,",55472,&nbsp;,79.68,34 тыс,86 тыс
29200053,ЦИНГА,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2026-02-26,2026-02-26,ПН - СР,СР,1100,565 тыс,,0,0,"2,9 млн","5,3 тыс",214,548 тыс,"1,3 тыс","5,4 млн",11 тыс,214,"триллер, мистика",",18,30,",RUONLY,",6,",55498,&nbsp;,80.88,13 тыс,25 тыс
29200061,МАЛЫШ,,"<a href=""/distributor/show/id/CAO"" target=""_blank"">CAO</a>",",7,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,43 млн,92 тыс,1434,25 млн,55 тыс,162 млн,369 тыс,1434,военный,",19,",RUONLY,",6,",55535,&nbsp;,41.28,30 тыс,113 тыс
29200066,МАНГУЛ,,"<a href=""/distributor/show/id/KNFT"" target=""_blank"">KNFT</a>",",634,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,332 тыс,927 ,136,&nbsp;,&nbsp;,332 тыс,927 ,136,триллер,",18,",RUONLY,",6,",55594,&nbsp;,&nbsp;,"2,4 тыс","2,4 тыс"
29200077,ДРАНИКИ,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,21 млн,51 тыс,1279,"5,2 млн",14 тыс,33 млн,84 тыс,1279,комедия,",4,",RUONLY,",6,",55672,&nbsp;,75.38,17 тыс,26 тыс
29200088,МОЙ ДЕД,,"<a href=""/distributor/show/id/WP"" target=""_blank"">WP</a>",",543,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,"1,6 млн","4,2 тыс",313,275 тыс,902 ,"2,6 млн","7,3 тыс",313,приключения,",6,",RUONLY,",6,",55759,&nbsp;,82.32,"5,0 тыс","8,3 тыс"
29200091,БЛОКАДНЫЙ ЗООПАРК,,"<a href=""/distributor/show/id/KNT"" target=""_blank"">KNT</a>",",556,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,14 тыс,44 ,4,&nbsp;,&nbsp;,14 тыс,44 ,4,"документальный, исторический",",1,12,",RUONLY,",6,",55789,&nbsp;,&nbsp;,"3,5 тыс","3,5 тыс"
29200105,СЕТЬ,,BSD,",578,",2026-02-26,2026-02-26,&nbsp;,946684800,0,&nbsp;,,0,0,"1,4 млн","3,0 тыс",53,268 тыс,627 ,"3,6 млн","9,8 тыс",58,документальный,",1,",RUONLY,",6,",55955,&nbsp;,80.3,26 тыс,62 тыс
29199675,КОРОЛЬ И ШУТ. НАВСЕГДА,,"<a href=""/distributor/show/id/NMG"" target=""_blank"">NMG</a>",",598,",2026-02-19,2026-02-19,&nbsp;,946684800,0,&nbsp;,,0,0,92 млн,181 тыс,1933,35 млн,71 тыс,187 млн,384 тыс,1933,"фэнтези, сказка",",22,27,",RUONLY,",6,",53819,&nbsp;,62.11,47 тыс,97 тыс
29199848,КРАСАВИЦА,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2026-02-19,2026-02-19,&nbsp;,946684800,0,&nbsp;,,0,0,106 млн,245 тыс,2208,75 млн,178 тыс,348 млн,850 тыс,2208,"приключения, драма, исторический",",6,10,12,",RUONLY,",6,",54550,&nbsp;,29.47,48 тыс,158 тыс
29199912,ДОПОЛНИТЕЛЬНОЕ ВРЕМЯ,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2026-02-19,2026-02-19,&nbsp;,946684800,0,&nbsp;,,0,0,"8,0 млн",20 тыс,1347,"3,6 млн",10 тыс,20 млн,52 тыс,1347,"фантастика, семейный, спорт",",3,11,24,",RUONLY,",6,",54791,&nbsp;,54.75,"5,9 тыс",15 тыс
29200043,КТО-ТО ДОЛЖЕН УМЕРЕТЬ,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-02-19,2026-02-19,&nbsp;,946684800,0,&nbsp;,,0,0,"9,6 млн",18 тыс,518,"2,9 млн","6,3 тыс",17 млн,33 тыс,518,триллер,",18,",RUONLY,",6,",55423,&nbsp;,69.87,19 тыс,33 тыс
29200054,ГУАНТАНАМЕРА,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2026-02-19,2026-02-19,&nbsp;,946684800,0,&nbsp;,,0,0,12 млн,26 тыс,827,"2,8 млн","7,2 тыс",22 млн,51 тыс,827,экшн,",2,",RUONLY,",6,",55504,&nbsp;,76.31,14 тыс,27 тыс
29200104,МУЛЬТ В КИНО. ВЫПУСК №192. ДРУЗЬЯ ИЗ СКАЗКИ,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2026-02-19,2026-02-21,&nbsp;,946684800,0,&nbsp;,,0,0,852 тыс,"4,3 тыс",383,1 000 тыс,"5,1 тыс","3,9 млн",20 тыс,383,анимация,",7,",RUONLY,",6,",55921,&nbsp;,-17.43,"2,2 тыс",10 тыс
29198961,СКАЗКА О ЦАРЕ САЛТАНЕ,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-02-12,2026-02-12,ПН - СР,СР,206,553 тыс,,0,0,676 млн,"1,6 млн",2408,414 млн,980 тыс,"2,1 млрд","4,9 млн",2502,фэнтези,",22,",RUONLY,",6,",51113,&nbsp;,38.76,281 тыс,824 тыс
29199844,УВОЛИТЬ ЖОРУ,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2026-02-12,2026-02-12,&nbsp;,946684800,0,&nbsp;,,0,0,64 млн,131 тыс,1917,20 млн,46 тыс,115 млн,255 тыс,1917,комедия,",4,",RUONLY,",6,",54527,&nbsp;,68.9,33 тыс,60 тыс
29200001,"СЧАСТЛИВ, КОГДА ТЫ НЕТ",,"<a href=""/distributor/show/id/EXP"" target=""_blank"">EXP</a>",",76,",2026-02-12,2026-02-12,ПН - СР,СР,1117,663 тыс,,0,0,"6,0 млн",10 тыс,374,613 тыс,"1,3 тыс","9,0 млн",17 тыс,374,комедия,",4,",RUONLY,",6,",55213,&nbsp;,89.78,16 тыс,24 тыс
29200075,ПЕРВАЯ,,"<a href=""/distributor/show/id/NMG"" target=""_blank"">NMG</a>",",598,",2026-02-12,2026-02-12,&nbsp;,946684800,0,&nbsp;,,0,0,"7,3 млн",15 тыс,664,411 тыс,"1,1 тыс","8,9 млн",19 тыс,664,"драма, мелодрама",",10,16,",RUONLY,",6,",55657,&nbsp;,94.41,11 тыс,13 тыс
29200085,УНЦИЯ ЖИЗНИ,,"<a href=""/distributor/show/id/CS"" target=""_blank"">CS</a>",",515,",2026-02-12,2026-02-12,&nbsp;,946684800,0,&nbsp;,,0,0,"8,4 тыс",28 ,1,&nbsp;,&nbsp;,"8,4 тыс",28 ,1,драма,",10,",RUONLY,",6,",55715,&nbsp;,&nbsp;,"8,4 тыс","8,4 тыс"
29199827,НЕСВЯТАЯ ВАЛЕНТИНА,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-02-05,2026-02-05,&nbsp;,946684800,0,&nbsp;,,0,0,"4,6 млн",11 тыс,846,"1,5 млн","3,7 тыс","7,8 млн",20 тыс,846,"комедия, мелодрама",",4,16,",RUONLY,",6,",54424,&nbsp;,68.16,"5,5 тыс","9,2 тыс"
29199911,РАВИОЛИ ОЛИ,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2026-02-05,2026-02-05,ПН - СР,СР,569,744 тыс,,0,0,29 млн,61 тыс,1842,"8,4 млн",20 тыс,50 млн,111 тыс,1842,комедия,",4,",RUONLY,",6,",54790,&nbsp;,71.36,16 тыс,27 тыс
29199981,ЗДЕСЬ БЫЛ ЮРА,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2026-02-05,2026-02-05,&nbsp;,946684800,0,&nbsp;,,0,0,21 млн,36 тыс,414,12 млн,23 тыс,60 млн,113 тыс,414,"комедия, драма, музыка",",4,10,26,",RUONLY,",6,",55125,&nbsp;,42.85,52 тыс,146 тыс
29200031,ТАЙНА АДМИРАЛА УШАКОВА,,SMKT,",155,",2026-02-05,2026-02-05,&nbsp;,946684800,0,&nbsp;,,0,0,562 тыс,"2,1 тыс",115,606 тыс,"2,2 тыс","2,3 млн","8,9 тыс",115,"приключения, исторический",",6,12,",RUONLY,",6,",55358,&nbsp;,-7.89,"4,9 тыс",20 тыс
29200092,ПРАЗДНИК СЕНОКОСА / Куулэй. От кэмэ,Куулэй. От кэмэ,SMKT,",155,",2026-02-05,2026-02-05,&nbsp;,946684800,0,&nbsp;,,0,0,"8,6 млн",19 тыс,94,"5,7 млн",12 тыс,26 млн,57 тыс,94,комедия,",4,",RUONLY,",6,",55798,&nbsp;,32.84,91 тыс,276 тыс
29199530,ПАПА МОЖЕТ,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2026-01-29,2026-01-29,&nbsp;,946684800,0,&nbsp;,,0,0,27 млн,63 тыс,1647,11 млн,30 тыс,46 млн,116 тыс,1647,семейный,",11,",RUONLY,",6,",53308,&nbsp;,57.23,16 тыс,28 тыс
29199952,КОММЕНТИРУЙ ЭТО,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2026-01-29,2026-01-29,ПН - СР,СР,636,386 тыс,,0,0,54 млн,110 тыс,1522,19 млн,42 тыс,100 млн,219 тыс,1522,комедия,",4,",RUONLY,",6,",54963,&nbsp;,64.76,35 тыс,66 тыс
29200034,ЗОЛОТОЙ ДУБЛЬ,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-01-29,2026-01-29,ПН - СР,СР,178,55 тыс,,0,0,12 млн,25 тыс,1240,"4,5 млн",12 тыс,22 млн,55 тыс,1240,"драма, спорт",",10,24,",RUONLY,",6,",55368,&nbsp;,61.64,"9,4 тыс",18 тыс
29200056,БРОНЕНОСЕЦ «ПОТЕМКИН». ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/K24"" target=""_blank"">K24</a>",",615,",2026-01-29,2026-01-29,ПН - СР,СР,1522,"1,0 млн",,0,0,373 тыс,764 ,25,&nbsp;,&nbsp;,"1,4 млн","2,3 тыс",25,"драма, исторический",",10,12,",RUONLY,",6,",55507,&nbsp;,&nbsp;,15 тыс,56 тыс
29198903,ЛЕВША,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-01-22,2026-01-22,&nbsp;,946684800,0,&nbsp;,,0,0,129 млн,272 тыс,2296,62 млн,139 тыс,293 млн,670 тыс,2306,"экшн, фантастика, приключения",",2,3,6,",RUONLY,",6,",50975,&nbsp;,52.12,56 тыс,127 тыс
29200051,БЛОКАДНЫЕ СУДЬБЫ,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2026-01-22,2026-01-22,&nbsp;,946684800,0,&nbsp;,,0,0,650 тыс,"2,3 тыс",203,&nbsp;,&nbsp;,"2,6 млн",11 тыс,203,анимация,",7,",RUONLY,",6,",55484,&nbsp;,&nbsp;,"3,2 тыс",13 тыс
29200065,ШКОЛА БАБЫ ЯГИ,,SMKT,",155,",2026-01-22,2026-01-22,&nbsp;,946684800,0,&nbsp;,,0,0,969 тыс,"3,0 тыс",215,&nbsp;,&nbsp;,"1,4 млн","4,3 тыс",215,"приключения, семейный",",6,11,",RUONLY,",6,",55592,&nbsp;,&nbsp;,"4,5 тыс","6,3 тыс"
29200079,ВЫСОЦКИЙ. НЕИЗВЕСТНЫЕ СТРАНИЦЫ…,,"<a href=""/distributor/show/id/SBF"" target=""_blank"">SBF</a>",",500,",2026-01-22,2026-01-22,&nbsp;,946684800,0,&nbsp;,,0,0,90 тыс,195 ,13,&nbsp;,&nbsp;,397 тыс,806 ,13,"документальный, биография",",1,8,",RUONLY,",6,",55679,&nbsp;,&nbsp;,"6,9 тыс",31 тыс
29200086,МУЛЬТ В КИНО. ВЫПУСК № 191. УРОКИ ВОЛШЕБСТВА,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2026-01-22,2026-01-22,&nbsp;,946684800,0,&nbsp;,,0,0,793 тыс,"4,0 тыс",347,613 тыс,"3,1 тыс","2,5 млн",13 тыс,347,анимация,",7,",RUONLY,",6,",55732,&nbsp;,22.73,"2,3 тыс","7,1 тыс"
29200087,КАЗНИТЬ НЕЛЬЗЯ ПОМИЛОВАТЬ / Mercy,Mercy,"<a href=""/distributor/show/id/-"" target=""_blank"">-</a>",",568,",2026-01-22,2026-01-22,&nbsp;,946684800,0,&nbsp;,,0,0,13 млн,28 тыс,137,"6,7 млн",15 тыс,27 млн,62 тыс,137,"фантастика, криминал, драма, триллер, боевик, детектив",",3,9,10,18,21,23,","US, RUONLY",",4,6,",55746,&nbsp;,48.39,95 тыс,194 тыс
29199807,ЗАВЕРБОВАННЫЙ,,CKINO,",617,",2026-01-15,2026-01-15,&nbsp;,946684800,0,&nbsp;,,0,0,901 тыс,"2,7 тыс",305,&nbsp;,&nbsp;,"1,8 млн","5,3 тыс",305,боевик,",21,",RUONLY,",6,",54347,&nbsp;,&nbsp;,"3,0 тыс","5,9 тыс"
29199857,ДОБРЫЙ ДОКТОР,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-01-08,2026-01-08,&nbsp;,946684800,0,&nbsp;,,0,0,47 млн,87 тыс,1471,"9,5 млн",24 тыс,67 млн,139 тыс,1471,комедия,",4,",RUONLY,",6,",54594,&nbsp;,79.69,32 тыс,45 тыс
29198913,ЧЕБУРАШКА 2,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2026-01-01,2026-01-01,&nbsp;,946684800,0,&nbsp;,,0,0,"2,5 млрд","4,6 млн",2484,"1,3 млрд","2,5 млн","6,2 млрд",13 млн,2484,семейный,",11,",RUONLY,",6,",50989,&nbsp;,46.9,988 тыс,"2,5 млн"
29199091,БУРАТИНО,,"<a href=""/distributor/show/id/NMG"" target=""_blank"">NMG</a>",",598,",2026-01-01,2026-01-01,&nbsp;,946684800,0,&nbsp;,,0,0,"1,0 млрд","1,9 млн",2538,512 млн,979 тыс,"2,4 млрд","4,7 млн",2538,сказка,",27,",RUONLY,",6,",51614,&nbsp;,50.6,408 тыс,959 тыс
29199443,ПРОСТОКВАШИНО,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2026-01-01,2026-01-01,&nbsp;,946684800,0,&nbsp;,,0,0,"1,0 млрд","2,0 млн",2410,528 млн,"1,1 млн","2,5 млрд","5,0 млн",2500,"приключения, семейный",",6,11,",RUONLY,",6,",53030,&nbsp;,48.82,428 тыс,983 тыс
29199661,ЗА ПАЛЫЧА! 2,,"<a href=""/distributor/show/id/CAO"" target=""_blank"">CAO</a>",",7,",2026-01-01,2026-01-01,&nbsp;,946684800,0,&nbsp;,,0,0,14 млн,26 тыс,853,"3,7 млн","8,3 тыс",26 млн,54 тыс,853,комедия,",4,",RUONLY,",6,",53782,&nbsp;,72.78,16 тыс,31 тыс
29198909,ТРИ БОГАТЫРЯ И СВЕТ КЛИНОМ,,"<a href=""/distributor/show/id/VLG"" target=""_blank"">VLG</a>",",26,",2025-12-25,2025-12-25,&nbsp;,946684800,0,&nbsp;,,0,0,142 млн,358 тыс,2318,156 млн,331 тыс,595 млн,"1,4 млн",2320,анимация,",7,",RUONLY,",6,",50983,&nbsp;,-9.28,61 тыс,256 тыс
29200008,МЕЧТЫ СБЫВАЮТСЯ,,LONF,",512,",2025-12-25,2025-12-25,&nbsp;,946684800,0,&nbsp;,,0,0,585 тыс,"1,8 тыс",230,&nbsp;,&nbsp;,799 тыс,"2,4 тыс",230,комедия,",4,",RUONLY,",6,",55254,&nbsp;,&nbsp;,"2,5 тыс","3,5 тыс"
29199531,СНЕГОВИК,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2025-12-18,2025-12-18,ПН - СР,СР,2874,744 тыс,,0,0,31 млн,87 тыс,1997,23 млн,69 тыс,79 млн,237 тыс,1997,"комедия, приключения, фэнтези",",4,6,22,",RUONLY,",6,",53310,&nbsp;,25.84,16 тыс,39 тыс
29199657,ЕЛКИ 12,,"<a href=""/distributor/show/id/NMG"" target=""_blank"">NMG</a>",",598,",2025-12-18,2025-12-18,ПН - СР,СР,2911,"1,5 млн",,0,0,172 млн,364 тыс,2317,155 млн,323 тыс,769 млн,"1,5 млн",2317,комедия,",4,",RUONLY,",6,",53773,&nbsp;,9.81,74 тыс,332 тыс
29200063,ГОРЫ ЗОВУТ,,SMKT,",155,",2025-12-18,2025-12-18,&nbsp;,946684800,0,&nbsp;,,0,0,"1,4 млн","3,0 тыс",29,&nbsp;,&nbsp;,"1,7 млн","3,7 тыс",29,документальный,",1,",RUONLY,",6,",55582,&nbsp;,&nbsp;,48 тыс,59 тыс
29199656,ТРИ КОТА. ПУТЕШЕСТВИЕ ВО ВРЕМЕНИ,,"<a href=""/distributor/show/id/NMG"" target=""_blank"">NMG</a>",",598,",2025-12-11,2025-12-11,ВС - СР,СР,3700,"1,7 млн",,0,0,75 млн,208 тыс,2210,39 млн,110 тыс,185 млн,513 тыс,2210,анимация,",7,",RUONLY,",6,",53772,&nbsp;,47.59,34 тыс,84 тыс
29199898,НЕВЕРОЯТНЫЕ ПРИКЛЮЧЕНИЯ ШУРИКА,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2025-12-11,2025-12-11,ПН - СР,СР,392,289 тыс,,0,0,123 млн,266 тыс,1837,67 млн,146 тыс,299 млн,662 тыс,1837,комедия,",4,",RUONLY,",6,",54730,&nbsp;,45.31,67 тыс,163 тыс
29199993,ТРОПА ГНЕВА,,"<a href=""/distributor/show/id/RSP"" target=""_blank"">RSP</a>",",618,",2025-12-11,2025-12-11,&nbsp;,946684800,0,&nbsp;,,0,0,392 тыс,903 ,102,164 тыс,403 ,721 тыс,"1,8 тыс",102,"приключения, триллер, боевик",",6,18,21,",RUONLY,",6,",55168,&nbsp;,58.2,"3,8 тыс","7,1 тыс"
29200004,СТИЛЯГИ. ПЕРЕВЫПУСК,,"<a href=""/distributor/show/id/K24"" target=""_blank"">K24</a>",",615,",2025-12-11,2025-12-11,ПН - СР,СР,1015,828 тыс,,0,0,740 тыс,"1,2 тыс",45,301 тыс,367 ,"2,4 млн","3,6 тыс",45,мюзикл,",15,",RUONLY,",6,",55233,&nbsp;,59.31,16 тыс,53 тыс
29199244,ВОЛЧОК,,"<a href=""/distributor/show/id/CP"" target=""_blank"">CP</a>",",8,",2025-12-04,2025-12-04,&nbsp;,946684800,0,&nbsp;,,0,0,155 млн,346 тыс,2010,101 млн,222 тыс,447 млн,"1,0 млн",2010,приключения,",6,",RUONLY,",6,",52214,&nbsp;,34.81,77 тыс,222 тыс
29199791,ШАЛЬНАЯ ИМПЕРАТРИЦА,,"<a href=""/distributor/show/id/NKI"" target=""_blank"">NKI</a>",",17,",2025-12-04,2025-12-04,ПН - СР,СР,272,119 тыс,,0,0,20 млн,45 тыс,1518,"7,1 млн",18 тыс,36 млн,88 тыс,1518,комедия,",4,",RUONLY,",6,",54294,&nbsp;,64.38,13 тыс,24 тыс
29199887,СЕМЬЯНИН,,"<a href=""/distributor/show/id/AK"" target=""_blank"">AK</a>",",587,",2025-12-04,2025-12-04,&nbsp;,946684800,0,&nbsp;,,0,0,18 млн,40 тыс,1134,"6,0 млн",15 тыс,32 млн,75 тыс,1134,"комедия, семейный",",4,11,",RUONLY,",6,",54693,&nbsp;,67.29,16 тыс,28 тыс
